Alps Pointing-device Driver,c:\windows\system32\DellTPad\Apoint.dll,c:\windows\system32\DriverStore\FileRepository\aphidfiltrsp.inf_amd64_154c37f7247e32d8\Apoint.dll
AMD Microcode Update Library,c:\windows\system32\mcupdate_AuthenticAMD.dll
AMD_MA8_Coefs,c:\windows\system32\DriverStore\FileRepository\wavesapo8de.inf_amd64_9384fc4d30af89c3\AMD_MA8_Coefs64.dll
AMD64 Wow64 CPU ,c:\windows\system32\wow64cpu.dll
AMR Narrowband Decoder DLL,c:\windows\system32\MSAMRNBDecoder.dll
AMR Narrowband Encoder DLL,c:\windows\system32\MSAMRNBEncoder.dll
AMR Narrowband Sink DLL,c:\windows\system32\MSAMRNBSink.dll
AMR Narrowband Source DLL,c:\windows\system32\MSAMRNBSource.dll
Analog Common Proxy Stub,c:\windows\system32\AnalogCommonProxyStub.dll
Analog Shell System Settings Handlers Implementation,c:\windows\system32\SettingsHandlers_AnalogShell.dll
Analog.Shell.Broker DLL,c:\windows\system32\Analog.Shell.Broker.dll
Anti-Malware Scan Interface,c:\windows\system32\amsi.dll
Anti-Malware Scan Interface proxy,c:\windows\system32\amsiproxy.dll
API for MDM Enrollment DLL,c:\windows\system32\enterprisecsps.dll
API Sampling,c:\windows\system32\apisampling.dll
ApiSet Schema DLL,c:\windows\system32\apisetschema.dll
ApiSet Schema Extension DLL,c:\windows\system32\07409496-a423-4a3e-b620-2cfb01a9318d_HyperV-ComputeNetwork.dll,c:\windows\system32\c28c7a4e-a619-4463-82b7-0fc9cc7187f5_HyperV-ComputeStorage.dll,c:\windows\system32\d4d78066-e6db-44b7-b5cd-2eb82dce620c_HyperV-ComputeLegacy.dll,c:\windows\system32\c4d66f00-b6f0-4439-ac9b-c5ea13fe54d7_HyperV-ComputeCore.dll
ApiSet Stub DLL,c:\windows\system32\downlevel\api-ms-win-core-profile-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-core-file-l2-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-conio-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-wow64-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-devices-config-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-heap-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-locale-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-shlwapi-legacy-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-localization-l1-2-1.dll,c:\windows\system32\downlevel\api-ms-win-crt-process-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-security-lsapolicy-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-Security-Lsalookup-L2-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-util-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-file-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-core-debug-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-libraryloader-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-string-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-interlocked-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-io-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-crt-time-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-core-localization-obsolete-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-core-privateprofile-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-errorhandling-l1-1-1.dll,c:\windows\system32\downlevel\API-MS-Win-Core-Kernel32-Private-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-sysinfo-l1-2-1.dll,c:\windows\system32\downlevel\api-ms-win-core-processthreads-l1-1-2.dll,c:\windows\system32\downlevel\api-ms-win-core-memory-l1-1-1.dll,c:\windows\system32\downlevel\API-MS-Win-Core-Heap-Obsolete-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-service-private-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-debug-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-kernel32-legacy-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-service-management-l2-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-synch-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-runtime-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-threadpool-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-core-console-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-environment-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-privateprofile-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-core-xstate-l2-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-processenvironment-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-memory-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-comm-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-libraryloader-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-service-winsvc-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-processthreads-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-shlwapi-obsolete-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-realtime-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-fibers-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-version-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-stringansi-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-security-base-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-service-private-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-file-l1-2-1.dll,c:\windows\system32\downlevel\API-MS-Win-EventLog-Legacy-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-shutdown-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-rtlsupport-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-filesystem-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-delayload-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-private-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-sysinfo-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-threadpool-private-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-Eventing-Controller-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-shcore-stream-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-security-provider-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-datetime-l1-1-1.dll,c:\windows\system32\downlevel\API-MS-Win-Security-Lsalookup-L2-1-0.dll,c:\windows\system32\downlevel\api-ms-win-service-core-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-heap-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-handle-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-io-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-security-sddl-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-synch-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-registry-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-math-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-com-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-registry-l2-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-stdio-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-kernel32-legacy-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-timezone-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-multibyte-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-Eventing-Legacy-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-datetime-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-processtopology-obsolete-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-errorhandling-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-convert-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-crt-string-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-localization-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-core-fibers-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-Core-Kernel32-Private-L1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-memory-l1-1-2.dll,c:\windows\system32\downlevel\api-ms-win-service-management-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-processthreads-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-service-core-l1-1-1.dll,c:\windows\system32\downlevel\API-MS-Win-core-string-obsolete-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-xstate-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-core-file-l2-1-1.dll,c:\windows\system32\downlevel\api-ms-win-core-threadpool-legacy-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-file-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-sysinfo-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-core-processenvironment-l1-2-0.dll,c:\windows\system32\downlevel\api-ms-win-core-namedpipe-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-Eventing-ClassicProvider-L1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-security-cryptoapi-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-eventing-consumer-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-devices-config-L1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-base-util-l1-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-url-l1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-Eventing-Provider-L1-1-0.dll,c:\windows\system32\downlevel\API-MS-Win-core-string-l2-1-0.dll,c:\windows\system32\downlevel\api-ms-win-core-stringloader-l1-1-1.dll,c:\windows\system32\downlevel\api-ms-win-crt-utility-l1-1-0.dll
ApiSetHost.AppExecutionAlias,c:\windows\system32\ApiSetHost.AppExecutionAlias.dll
APMon Ports Migration Plugin,c:\windows\system32\migration\APMonPortMig.dll
App Background Task Manager,c:\windows\system32\wbem\appbackgroundtask.dll
App Defaults UX,c:\windows\system32\Windows.UI.AppDefaults.dll
App Printer,c:\windows\system32\AppMon.dll
App Resolver,c:\windows\system32\AppResolver.dll
App resolver default shell contract handler,c:\windows\system32\windows.internal.shellcommon.AppResolverModal.dll
AppBackgroundTaskCmdlets,c:\windows\system32\WindowsPowerShell\v1.0\Modules\AppBackgroundTask\Microsoft.Windows.AppBackgroundTask.Commands.dll
AppExtension API,c:\windows\system32\AppExtension.dll
AppId Policy Engine API Module,c:\windows\system32\AppIdPolicyEngineApi.dll
appinfoext,c:\windows\system32\appinfoext.dll
AppInstaller Prompt Desktop,c:\windows\system32\AppInstallerPrompt.Desktop.dll
Apple Mobile Device USB Device,c:\windows\system32\DriverStore\FileRepository\appleusb.inf_amd64_b73ae12bc4ddf3c8\AppleUsbFilter.dll
Application Compatibility Client Library,c:\windows\system32\apphelp.dll
Application Compatibility Help Module,c:\windows\system32\Apphlpdm.dll
Application Control Policies Group Policy Editor Extension,c:\windows\system32\SrpUxNativeSnapIn.dll
Application Experience Event Resources,c:\windows\system32\aeevts.dll
Application Experience Program Cache,c:\windows\system32\aepic.dll
Application Frame,c:\windows\system32\ApplicationFrame.dll
Application Identity APIs Dll,c:\windows\system32\appidapi.dll
Application Identity Service,c:\windows\system32\appidsvc.dll
Application Information Service,c:\windows\system32\appinfo.dll
Application Inventory Component,c:\windows\system32\aeinv.dll
Application Management Configuration,c:\windows\system32\AppManagementConfiguration.dll
Application Reputation APIs Dll,c:\windows\system32\apprepapi.dll
Application System Resource Usage Monitor (SRUM) provider,c:\windows\system32\appsruprov.dll
Application Verifier Provider - Basics Provider,c:\windows\system32\vfbasics.dll
Application Verifier Provider - Core Verification and SDK,c:\windows\system32\vrfcore.dll
Application Verifier Provider - Cuzz API Provider,c:\windows\system32\cuzzapi.dll
Application Verifier Provider - Cuzz Provider,c:\windows\system32\vfcuzz.dll
Application Verifier Provider - LuaPriv Provider,c:\windows\system32\vfluapriv.dll
Application Verifier Provider - Native Web Services,c:\windows\system32\vfnws.dll
Application Verifier Provider - Networking Provider,c:\windows\system32\vfnet.dll
Application Verifier Provider - NTLMLess Provider,c:\windows\system32\vfntlmless.dll
Application Verifier Provider - OS compatibility issues detection.,c:\windows\system32\vfcompat.dll
Application Verifier Provider - Printing Provider,c:\windows\system32\vfprint.dll
Application Verifier Provider - Printing PT Provider,c:\windows\system32\vfprintpthelper.dll
Application Verifier Provider - Terminal Services Compatibility Provider,c:\windows\system32\vfrdvcompat.dll
ApplicationControl Configuration Service Provider,c:\windows\system32\ApplicationControlCSP.dll
AppLockerCSP,c:\windows\system32\AppLockerCSP.dll
AppModel API Host,c:\windows\system32\kernel.appcore.dll
AppModel Execution Provider,c:\windows\system32\Microsoft-Windows-AppModelExecEvents.dll
AppReadiness,c:\windows\system32\AppReadiness.dll
AppX All User Store DLL,c:\windows\system32\AppxAllUserStore.dll
Appx Applicability Blob DLL,c:\windows\system32\AppXApplicabilityBlob.dll
AppX Applicability Engine,c:\windows\system32\AppxApplicabilityEngine.dll
AppX Deployment Client DLL,c:\windows\system32\AppXDeploymentClient.dll
AppX Deployment Extensions Desktop DLL,c:\windows\system32\AppXDeploymentExtensions.desktop.dll
AppX Deployment Extensions OneCore DLL,c:\windows\system32\AppXDeploymentExtensions.onecore.dll
AppX Deployment Server DLL,c:\windows\system32\AppXDeploymentServer.dll
APPX Streaming Data Source COM Proxy/Stub DLL,c:\windows\system32\AppxStreamingDataSourcePS.dll
Appx Subject Interface Package,c:\windows\system32\AppxSip.dll
AppX Sysprep Provider,c:\windows\system32\AppxSysprep.dll
Appx Upgrade Migration Plugin,c:\windows\system32\migration\AppxUpgradeMigrationPlugin.dll
Armenian Phonetic Keyboard Layout,c:\windows\system32\kbdarmph.dll
Armenian Typewriter Keyboard Layout,c:\windows\system32\kbdarmty.dll
ASF Error Definitions,c:\windows\system32\asferror.dll
ASN.1 Runtime APIs,c:\windows\system32\msasn1.dll
AssignedAccessManager,c:\windows\system32\AssignedAccessManager.dll
AssignedAccessManagerSvc,c:\windows\system32\assignedaccessmanagersvc.dll
AssignedAccessRuntime,c:\windows\system32\AssignedAccessRuntime.dll
AssignedAccessShellProxy,c:\windows\system32\AssignedAccessShellProxy.dll
ASYCFILT.DLL,c:\windows\system32\asycfilt.dll
ATL Module for Windows,c:\windows\system32\atl100.dll
ATL Module for Windows XP (Unicode),c:\windows\system32\atl.dll
atlthunk.dll,c:\windows\system32\atlthunk.dll
Audio Engine,c:\windows\system32\AudioEng.dll
Audio Ks Endpoint,c:\windows\system32\AUDIOKSE.dll
Audio Session,c:\windows\system32\AudioSes.dll
Audio Settings Handlers Implementation,c:\windows\system32\AudioHandlers.dll
Audio System FX Control Panel Extension,c:\windows\system32\DriverStore\FileRepository\wdmaudio.inf_amd64_0445ce9840c7f1ef\SysFxUI.dll,c:\windows\system32\SysFxUI.dll
AudioResourceRegistrar DLL,c:\windows\system32\audioresourceregistrar.dll
Audit Policy GP Module,c:\windows\system32\AuditPolicyGPInterop.dll
Audit Policy Group Policy Editor Extension,c:\windows\system32\AuditNativeSnapIn.dll
Audit Policy MMC SnapIn Messages,c:\windows\system32\auditpolmsg.dll
Audit Policy Program,c:\windows\system32\auditpolcore.dll
AuthBroker UI,c:\windows\system32\AuthBrokerUI.dll
Authentication,c:\windows\system32\authentication.dll
Authentication Extensions,c:\windows\system32\AuthExt.dll
Authentication Provider,c:\windows\system32\storewuauth.dll
Authorization Framework,c:\windows\system32\authz.dll
Authorization Manager,c:\windows\system32\azroleui.dll
Auto Enrollment DLL,c:\windows\system32\pautoenr.dll
Auto Time Zone Updater,c:\windows\system32\tzautoupdate.dll
Autochk Proxy DLL,c:\windows\system32\acproxy.dll
AutoPilot,c:\windows\system32\autopilot.dll
Autopilot Reset Credential Provider,c:\windows\system32\mgmtrefreshcredprov.dll
AutoPlay Control Panel,c:\windows\system32\autoplay.dll
Auto-Rotation Manager,c:\windows\system32\RotMgr.dll
AutoTime Service,c:\windows\system32\autotimesvc.dll
AVI Capture window class,c:\windows\system32\avicap32.dll
AzMan Sql Audit Extended Stored Procedures Dll,c:\windows\system32\AzSqlExt.dll
azroles Module,c:\windows\system32\azroles.dll
Azure Setting Sync Provider,c:\windows\system32\AzureSettingSyncProvider.dll
Background Activity Moderator Settings Client,c:\windows\system32\BamSettingsClient.dll
Background Broker Infrastructure Client Library,c:\windows\system32\bi.dll
Background Intelligent Transfer Service,c:\windows\system32\qmgr.dll
Background Intelligent Transfer Service IGD Support,c:\windows\system32\bitsigd.dll
Background Intelligent Transfer Service Proxy,c:\windows\system32\BitsProxy.dll
Background Tasks Infrastructure Service,c:\windows\system32\bisrv.dll
Background Transfer Background Manager Policy DLL,c:\windows\system32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll
BackgroundMediaPlayer Proxy Stub DLL,c:\windows\system32\Windows.Media.Playback.ProxyStub.dll
Backup & Restore Handlers Implementation,c:\windows\system32\OneBackupHandler.dll
Backup and Restore (Windows 7) Control Panel,c:\windows\system32\sdcpl.dll
Barcode Provisioning Plugin,c:\windows\system32\BarcodeProvisioningPlugin.dll
BarcodeScanner Protocol Provider,c:\windows\system32\PointOfService\ProtocolProviders\BarcodeScannerProtocolProvider.dll
Base cryptographic API DLL,c:\windows\system32\cryptbase.dll
Base Multimedia Extension API DLL,c:\windows\system32\winmmbase.dll
Battery Meter Helper DLL,c:\windows\system32\batmeter.dll
Battery Notification Manager,c:\windows\system32\bnmanager.dll
Battery Usage Settings Handlers Implementation,c:\windows\system32\SettingsHandlers_BatteryUsage.dll
BCD DLL,c:\windows\system32\bcd.dll
BCD Sysprep Plugin,c:\windows\system32\spbcd.dll
BCP for ODBC,c:\windows\system32\odbcbcp.dll
BCP47 Language Classes,c:\windows\system32\BCP47Langs.dll
BCP47 Language Classes for Resource Management,c:\windows\system32\BCP47mrm.dll
BDE Service,c:\windows\system32\bdesvc.dll
BdeSysprep,c:\windows\system32\BdeSysprep.dll
bidichan,c:\windows\system32\hplbddrv.dll
Bidispl DLL,c:\windows\system32\bidispl.dll
BindFlt user mode API,c:\windows\system32\bindflt.dll
Bing Map Control,c:\windows\system32\BingMaps.dll
Bing online services,c:\windows\system32\BingOnlineServices.dll
BingFilterDS.DYNLINK,c:\windows\system32\BingFilterDS.dll
Bio Enrollment Model Proxy Stub,c:\windows\system32\Windows.Internal.UI.BioEnrollment.ProxyStub.dll
Bio Feedback User Experience,c:\windows\system32\Windows.UI.BioFeedback.dll
BitLocker Certificates Library,c:\windows\system32\fvecerts.dll
BitLocker Drive Encryption control panel,c:\windows\system32\fvecpl.dll
BitLocker Drive Encryption UI,c:\windows\system32\fveui.dll
BitLocker Drive Encryption Wizard,c:\windows\system32\fvewiz.dll
BitLocker Drive Encryption: Drive Repair Tool,c:\windows\system32\bderepair.dll
BitLockerCSP,c:\windows\system32\BitLockerCsp.dll
Blb Publisher,c:\windows\system32\BlbEvents.dll
Blocked Shutdown User Experience,c:\windows\system32\Windows.UI.BlockedShutdown.dll
Blue Light Reduction,c:\windows\system32\Windows.Shell.BlueLightReduction.dll
Bluetooth Audio Gateway Service,c:\windows\system32\BTAGService.dll
Bluetooth AVCTP Service DLL,c:\windows\system32\BthAvctpSvc.dll
Bluetooth AVRCP Application Bridge Service DLL,c:\windows\system32\BthAvrcpAppSvc.dll
Bluetooth AVRCP Service DLL,c:\windows\system32\BthAvrcp.dll
Bluetooth Class Installer,c:\windows\system32\bthci.dll
Bluetooth Desktop Handlers,c:\windows\system32\BluetoothDesktopHandlers.dll
Bluetooth Device Association Framework Provider,c:\windows\system32\dafBth.dll
Bluetooth Low Energy GATT compliant UMDF HID driver,c:\windows\system32\drivers\UMDF\Microsoft.Bluetooth.Profiles.HidOverGatt.dll,c:\windows\system32\DriverStore\FileRepository\hidbthle.inf_amd64_fd8e0a54b983f85c\Microsoft.Bluetooth.Profiles.HidOverGatt.dll
Bluetooth MTP Context Menu Handler,c:\windows\system32\BthMtpContextHandler.dll
Bluetooth PAN User Interface,c:\windows\system32\btpanui.dll
Bluetooth Provider Proxy Dll,c:\windows\system32\fdBthProxy.dll
Bluetooth Radio Media Provider,c:\windows\system32\BthRadioMedia.dll
Bluetooth Support Service,c:\windows\system32\bthserv.dll
Bluetooth Telemetry Agent,c:\windows\system32\BthTelemetry.dll
Bluetooth transport layer for MTP driver,c:\windows\system32\DriverStore\FileRepository\wpdmtp.inf_amd64_6d55169d76397df3\WpdMtpbt.dll
Bluetooth User Support Service,c:\windows\system32\Microsoft.Bluetooth.UserService.dll
Bluetooth Usermode Api host,c:\windows\system32\BluetoothApis.dll
Boot Configuration Data COM Server,c:\windows\system32\bcdsrv.dll
Boot Configuration Data WMI Provider,c:\windows\system32\bcdprov.dll
Boot String Resource Library,c:\windows\system32\bootstr.dll
BootMenuUX,c:\windows\system32\BootMenuUX.dll
bootux,c:\windows\system32\bootux.dll
BranchCache AD Interface,c:\windows\system32\PeerDistAD.dll
BranchCache Cache Cleaner,c:\windows\system32\PeerDistCleaner.dll
BranchCache Client Library,c:\windows\system32\PeerDist.dll
